TS time deltat Energy E1 E2 Dissipation Trd volume area area_n E3 Lat_area Epress E_tension1 E_tension2 E_tension3 pressure Zmax stress strain totBonds
1880 18.8284 0.0150514 0.0421531 0.0275771 0.00188787 7.33663e-11 1.23326 0.110481 1.23326 0.81594 0.012688 0.521114 -4.9434 4.0797 4.0797 2.60557 -51.7517 1 0 0 0.81594
1885 18.9036 0.0150514 0.0420348 0.0275653 0.00188568 7.35359e-11 1.23326 0.110481 1.23326 0.81594 0.0125838 0.521119 -4.94243 4.0797 4.0797 2.6056 -51.7416 1 0 0 0.81594
1890 18.9789 0.0150514 0.0419176 0.0275533 0.00188347 7.37032e-11 1.23326 0.110481 1.23326 0.81594 0.0124807 0.521125 -4.94147 4.0797 4.0797 2.60563 -51.7315 1 0 0 0.81594
1895 19.0541 0.0150514 0.0418014 0.0275413 0.00188124 7.38682e-11 1.23327 0.110481 1.23327 0.81594 0.0123789 0.521131 -4.94052 4.0797 4.0797 2.60566 -51.7215 1 0 0 0.81594
1900 19.1294 0.0150514 0.0416864 0.0275292 0.001879 7.40308e-11 1.23327 0.110481 1.23327 0.81594 0.0122782 0.521137 -4.93957 4.0797 4.0797 2.60569 -51.7116 1 0 0 0.81594
1905 19.2047 0.0150514 0.0415723 0.027517 0.00187674 7.41909e-11 1.23328 0.110481 1.23328 0.81594 0.0121786 0.521143 -4.93862 4.0797 4.0797 2.60572 -51.7017 1 0 0 0.81594
1910 19.2799 0.0150514 0.0414593 0.0275047 0.00187446 7.43486e-11 1.23328 0.110481 1.23328 0.81594 0.0120802 0.521148 -4.93769 4.0797 4.0797 2.60575 -51.6919 1 0 0 0.81594
1915 19.3552 0.0150514 0.0413474 0.0274923 0.00187216 7.45038e-11 1.23328 0.110481 1.23328 0.81594 0.0119829 0.521154 -4.93676 4.0797 4.0797 2.60578 -51.6822 1 0 0 0.81594
1920 19.4304 0.0150514 0.0412364 0.0274798 0.00186984 7.46565e-11 1.23329 0.110481 1.23329 0.81594 0.0118867 0.52116 -4.93584 4.0797 4.0797 2.60581 -51.6725 1 0 0 0.81594
1925 19.5057 0.0150514 0.0411264 0.0274673 0.00186751 7.48067e-11 1.23329 0.110481 1.23329 0.81594 0.0117916 0.521166 -4.93492 4.0797 4.0797 2.60583 -51.6629 1 0 0 0.81594
1930 19.5809 0.0150514 0.0410173 0.0274546 0.00186516 7.49543e-11 1.23329 0.110481 1.23329 0.81594 0.0116976 0.521171 -4.93401 4.0797 4.0797 2.60586 -51.6534 1 0 0 0.81594
1935 19.6562 0.0150514 0.0409092 0.0274419 0.00186279 7.50994e-11 1.2333 0.110481 1.2333 0.81594 0.0116046 0.521177 -4.9331 4.0797 4.0797 2.60589 -51.6439 1 0 0 0.81594
1940 19.7315 0.0150514 0.0408021 0.0274291 0.00186041 7.52418e-11 1.2333 0.110481 1.2333 0.81594 0.0115126 0.521183 -4.93221 4.0797 4.0797 2.60592 -51.6345 1 0 0 0.81594
1945 19.8067 0.0150514 0.0406959 0.0274162 0.00185801 7.53817e-11 1.23331 0.110481 1.23331 0.81594 0.0114217 0.521189 -4.93131 4.0797 4.0797 2.60595 -51.6252 1 0 0 0.81594
1950 19.882 0.0150514 0.0405906 0.0274032 0.00185559 7.55189e-11 1.23331 0.110481 1.23331 0.81594 0.0113318 0.521194 -4.93043 4.0797 4.0797 2.60598 -51.6159 1 0 0 0.81594
1955 19.9572 0.0150514 0.0404862 0.0273901 0.00185316 7.56536e-11 1.23331 0.110481 1.23331 0.81594 0.0112429 0.5212 -4.92955 4.0797 4.0797 2.60601 -51.6067 1 0 0 0.81594
1960 20.0325 0.0150514 0.0403826 0.0273769 0.00185071 7.57855e-11 1.23332 0.110481 1.23332 0.81594 0.011155 0.521206 -4.92867 4.0797 4.0797 2.60604 -51.5975 1 0 0 0.81594
1965 20.1077 0.0150514 0.04028 0.0273637 0.00184824 7.59148e-11 1.23332 0.110481 1.23332 0.81594 0.011068 0.521212 -4.9278 4.0797 4.0797 2.60606 -51.5884 1 0 0 0.81594
1970 20.183 0.0150514 0.0401782 0.0273504 0.00184576 7.60415e-11 1.23332 0.110481 1.23332 0.81594 0.010982 0.521217 -4.92694 4.0797 4.0797 2.60609 -51.5794 1 0 0 0.81594
1975 20.2583 0.0150514 0.0400772 0.027337 0.00184327 7.61655e-11 1.23333 0.110481 1.23333 0.81594 0.010897 0.521223 -4.92608 4.0797 4.0797 2.60612 -51.5704 1 0 0 0.81594
1980 20.3335 0.0150514 0.0399771 0.0273235 0.00184075 7.62868e-11 1.23333 0.110481 1.23333 0.81594 0.0108128 0.521229 -4.92523 4.0797 4.0797 2.60615 -51.5615 1 0 0 0.81594
1985 20.4088 0.0150514 0.0398778 0.02731 0.00183823 7.64055e-11 1.23334 0.110481 1.23334 0.81594 0.0107296 0.521235 -4.92439 4.0797 4.0797 2.60618 -51.5527 1 0 0 0.81594
1990 20.484 0.0150514 0.0397793 0.0272963 0.00183568 7.65214e-11 1.23334 0.110481 1.23334 0.81594 0.0106473 0.52124 -4.92355 4.0797 4.0797 2.60621 -51.5439 1 0 0 0.81594
1995 20.5593 0.0150514 0.0396816 0.0272826 0.00183313 7.66347e-11 1.23334 0.110481 1.23334 0.81594 0.0105659 0.521246 -4.92271 4.0797 4.0797 2.60624 -51.5351 1 0 0 0.81594
2000 20.6345 0.0150514 0.0395847 0.0272688 0.00183055 7.67453e-11 1.23335 0.110481 1.23335 0.81594 0.0104854 0.521252 -4.92188 4.0797 4.0797 2.60626 -51.5265 1 0 0 0.81594
2005 20.7098 0.0150514 0.0394886 0.0272549 0.00182797 7.68532e-11 1.23335 0.110481 1.23335 0.81594 0.0104057 0.521258 -4.92106 4.0797 4.0797 2.60629 -51.5178 1 0 0 0.81594
2010 20.7851 0.0150514 0.0393932 0.027241 0.00182536 7.69584e-11 1.23336 0.110481 1.23336 0.81594 0.0103269 0.521263 -4.92024 4.0797 4.0797 2.60632 -51.5093 1 0 0 0.81594
2015 20.8603 0.0150514 0.0392986 0.027227 0.00182275 7.7061e-11 1.23336 0.110481 1.23336 0.81594 0.0102489 0.521269 -4.91943 4.0797 4.0797 2.60635 -51.5008 1 0 0 0.81594
2020 20.9356 0.0150514 0.0392047 0.0272129 0.00182012 7.71609e-11 1.23336 0.110481 1.23336 0.81594 0.0101717 0.521275 -4.91862 4.0797 4.0797 2.60638 -51.4923 1 0 0 0.81594
2025 21.0108 0.0150514 0.0391116 0.0271987 0.00181747 7.72581e-11 1.23337 0.110481 1.23337 0.81594 0.0100954 0.52128 -4.91782 4.0797 4.0797 2.60641 -51.4839 1 0 0 0.81594
2030 21.0861 0.0150514 0.0390192 0.0271845 0.00181482 7.73526e-11 1.23337 0.110481 1.23337 0.81594 0.0100199 0.521286 -4.91703 4.0797 4.0797 2.60644 -51.4756 1 0 0 0.81594
2035 21.1613 0.0150514 0.0389275 0.0271701 0.00181214 7.74444e-11 1.23338 0.110481 1.23338 0.81594 0.00994518 0.521292 -4.91623 4.0797 4.0797 2.60646 -51.4673 1 0 0 0.81594
2040 21.2366 0.0150514 0.0388365 0.0271557 0.00180946 7.75336e-11 1.23338 0.110481 1.23338 0.81594 0.00987125 0.521297 -4.91545 4.0797 4.0797 2.60649 -51.4591 1 0 0 0.81594
2045 21.3119 0.0150514 0.0387461 0.0271413 0.00180676 7.76202e-11 1.23338 0.110481 1.23338 0.81594 0.00979809 0.521303 -4.91467 4.0797 4.0797 2.60652 -51.4509 1 0 0 0.81594
2050 21.3871 0.0150514 0.0386565 0.0271268 0.00180404 7.77041e-11 1.23339 0.110481 1.23339 0.81594 0.0097257 0.521309 -4.91389 4.0797 4.0797 2.60655 -51.4428 1 0 0 0.81594
2055 21.4624 0.0150514 0.0385675 0.0271121 0.00180132 7.77853e-11 1.23339 0.110481 1.23339 0.81594 0.00965407 0.521315 -4.91312 4.0797 4.0797 2.60658 -51.4347 1 0 0 0.81594
2060 21.5376 0.0150514 0.0384792 0.0270975 0.00179858 7.78639e-11 1.23339 0.110481 1.23339 0.81594 0.00958319 0.52132 -4.91235 4.0797 4.0797 2.60661 -51.4267 1 0 0 0.81594
2065 21.6129 0.0150514 0.0383916 0.0270827 0.00179583 7.79399e-11 1.2334 0.110481 1.2334 0.81594 0.00951304 0.521326 -4.91159 4.0797 4.0797 2.60664 -51.4187 1 0 0 0.81594
2070 21.6881 0.0150514 0.0383046 0.0270679 0.00179306 7.80133e-11 1.2334 0.110481 1.2334 0.81594 0.00944362 0.521332 -4.91084 4.0797 4.0797 2.60666 -51.4108 1 0 0 0.81594
2075 21.7634 0.0150514 0.0382182 0.027053 0.00179028 7.8084e-11 1.23341 0.110481 1.23341 0.81594 0.00937491 0.521337 -4.91009 4.0797 4.0797 2.60669 -51.4029 1 0 0 0.81594
2080 21.8387 0.0150514 0.0381325 0.0270381 0.00178749 7.81522e-11 1.23341 0.110481 1.23341 0.81594 0.00930691 0.521343 -4.90934 4.0797 4.0797 2.60672 -51.3951 1 0 0 0.81594
2085 21.9139 0.0150514 0.0380474 0.0270231 0.00178469 7.82178e-11 1.23341 0.110481 1.23341 0.81594 0.00923961 0.521349 -4.9086 4.0797 4.0797 2.60675 -51.3874 1 0 0 0.81594
2090 21.9892 0.0150514 0.0379629 0.027008 0.00178188 7.82807e-11 1.23342 0.110481 1.23342 0.81594 0.009173 0.521354 -4.90786 4.0797 4.0797 2.60678 -51.3796 1 0 0 0.81594
2095 22.0644 0.0150514 0.037879 0.0269929 0.00177905 7.83412e-11 1.23342 0.110481 1.23342 0.81594 0.00910707 0.52136 -4.90713 4.0797 4.0797 2.60681 -51.372 1 0 0 0.81594
2100 22.1397 0.0150514 0.0377957 0.0269776 0.00177621 7.8399e-11 1.23343 0.110481 1.23343 0.81594 0.00904181 0.521366 -4.9064 4.0797 4.0797 2.60683 -51.3644 1 0 0 0.81594
2105 22.2149 0.0150514 0.0377129 0.0269624 0.00177336 7.84543e-11 1.23343 0.110481 1.23343 0.81594 0.00897721 0.521371 -4.90568 4.0797 4.0797 2.60686 -51.3568 1 0 0 0.81594
2110 22.2902 0.0150514 0.0376308 0.026947 0.0017705 7.85071e-11 1.23343 0.110481 1.23343 0.81594 0.00891327 0.521377 -4.90496 4.0797 4.0797 2.60689 -51.3493 1 0 0 0.81594
2115 22.3655 0.0150514 0.0375492 0.0269316 0.00176762 7.85574e-11 1.23344 0.110481 1.23344 0.81594 0.00884997 0.521383 -4.90425 4.0797 4.0797 2.60692 -51.3418 1 0 0 0.81594
2120 22.4407 0.0150514 0.0374682 0.0269162 0.00176474 7.86052e-11 1.23344 0.110481 1.23344 0.81594 0.00878731 0.521388 -4.90354 4.0797 4.0797 2.60695 -51.3344 1 0 0 0.81594
2125 22.516 0.0150514 0.0373878 0.0269006 0.00176184 7.86504e-11 1.23345 0.110481 1.23345 0.81594 0.00872528 0.521394 -4.90283 4.0797 4.0797 2.60697 -51.327 1 0 0 0.81594
2130 22.5912 0.0150514 0.0373079 0.0268851 0.00175893 7.86932e-11 1.23345 0.110481 1.23345 0.81594 0.00866386 0.521399 -4.90213 4.0797 4.0797 2.607 -51.3197 1 0 0 0.81594
2135 22.6665 0.0150514 0.0372285 0.0268694 0.00175602 7.87335e-11 1.23345 0.110481 1.23345 0.81594 0.00860306 0.521405 -4.90144 4.0797 4.0797 2.60703 -51.3124 1 0 0 0.81594
2140 22.7418 0.0150514 0.0371497 0.0268537 0.00175309 7.87714e-11 1.23346 0.110481 1.23346 0.81594 0.00854287 0.521411 -4.90074 4.0797 4.0797 2.60706 -51.3051 1 0 0 0.81594
2145 22.817 0.0150514 0.0370714 0.0268379 0.00175015 7.88068e-11 1.23346 0.110481 1.23346 0.81594 0.00848327 0.521416 -4.90006 4.0797 4.0797 2.60709 -51.298 1 0 0 0.81594
2150 22.8923 0.0150514 0.0369936 0.0268221 0.0017472 7.88398e-11 1.23347 0.110481 1.23347 0.81594 0.00842427 0.521422 -4.89937 4.0797 4.0797 2.60712 -51.2908 1 0 0 0.81594
2155 22.9675 0.0150514 0.0369163 0.0268062 0.00174424 7.88703e-11 1.23347 0.110481 1.23347 0.81594 0.00836584 0.521428 -4.8987 4.0797 4.0797 2.60714 -51.2837 1 0 0 0.81594
2160 23.0428 0.0150514 0.0368396 0.0267903 0.00174127 7.88985e-11 1.23347 0.110481 1.23347 0.81594 0.008308 0.521433 -4.89802 4.0797 4.0797 2.60717 -51.2766 1 0 0 0.81594
2165 23.118 0.0150514 0.0367633 0.0267743 0.00173828 7.89243e-11 1.23348 0.110481 1.23348 0.81594 0.00825071 0.521439 -4.89735 4.0797 4.0797 2.6072 -51.2696 1 0 0 0.81594
2170 23.1933 0.0150514 0.0366875 0.0267583 0.00173529 7.89477e-11 1.23348 0.110481 1.23348 0.81594 0.00819399 0.521444 -4.89668 4.0797 4.0797 2.60723 -51.2626 1 0 0 0.81594
2175 23.2686 0.0150514 0.0366123 0.0267422 0.00173229 7.89688e-11 1.23349 0.110481 1.23349 0.81594 0.00813783 0.52145 -4.89602 4.0797 4.0797 2.60726 -51.2557 1 0 0 0.81594
2180 23.3438 0.0150514 0.0365375 0.026726 0.00172928 7.89875e-11 1.23349 0.110481 1.23349 0.81594 0.00808221 0.521456 -4.89536 4.0797 4.0797 2.60728 -51.2488 1 0 0 0.81594
2185 23.4191 0.0150514 0.0364632 0.0267098 0.00172626 7.90039e-11 1.23349 0.110481 1.23349 0.81594 0.00802713 0.521461 -4.89471 4.0797 4.0797 2.60731 -51.242 1 0 0 0.81594
2190 23.4943 0.0150514 0.0363893 0.0266935 0.00172323 7.9018e-11 1.2335 0.110481 1.2335 0.81594 0.00797258 0.521467 -4.89406 4.0797 4.0797 2.60734 -51.2352 1 0 0 0.81594
2195 23.5696 0.0150514 0.036316 0.0266772 0.00172019 7.90297e-11 1.2335 0.110481 1.2335 0.81594 0.00791856 0.521472 -4.89342 4.0797 4.0797 2.60737 -51.2284 1 0 0 0.81594
2200 23.6448 0.0150514 0.036243 0.0266608 0.00171715 7.90393e-11 1.23351 0.110481 1.23351 0.81594 0.00786506 0.521478 -4.89277 4.0797 4.0797 2.6074 -51.2217 1 0 0 0.81594
2205 23.7201 0.0150514 0.0361706 0.0266444 0.00171409 7.90465e-11 1.23351 0.110481 1.23351 0.81594 0.00781208 0.521484 -4.89214 4.0797 4.0797 2.60742 -51.215 1 0 0 0.81594
2210 23.7954 0.0150514 0.0360986 0.0266279 0.00171102 7.90515e-11 1.23351 0.110481 1.23351 0.81594 0.0077596 0.521489 -4.8915 4.0797 4.0797 2.60745 -51.2084 1 0 0 0.81594
2215 23.8706 0.0150514 0.036027 0.0266114 0.00170795 7.90543e-11 1.23352 0.110481 1.23352 0.81594 0.00770762 0.521495 -4.89087 4.0797 4.0797 2.60748 -51.2018 1 0 0 0.81594
2220 23.9459 0.0150514 0.0359558 0.0265948 0.00170487 7.90549e-11 1.23352 0.110481 1.23352 0.81594 0.00765614 0.5215 -4.89024 4.0797 4.0797 2.60751 -51.1952 1 0 0 0.81594
2225 24.0211 0.0150514 0.0358851 0.0265782 0.00170177 7.90532e-11 1.23353 0.110481 1.23353 0.81594 0.00760515 0.521506 -4.88962 4.0797 4.0797 2.60754 -51.1887 1 0 0 0.81594
2230 24.0964 0.0150514 0.0358149 0.0265615 0.00169867 7.90494e-11 1.23353 0.110481 1.23353 0.81594 0.00755465 0.521512 -4.889 4.0797 4.0797 2.60756 -51.1822 1 0 0 0.81594
2235 24.1716 0.0150514 0.035745 0.0265448 0.00169557 7.90434e-11 1.23353 0.110481 1.23353 0.81594 0.00750461 0.521517 -4.88839 4.0797 4.0797 2.60759 -51.1758 1 0 0 0.81594
2240 24.2469 0.0150514 0.0356756 0.026528 0.00169245 7.90353e-11 1.23354 0.110481 1.23354 0.81594 0.00745506 0.521523 -4.88778 4.0797 4.0797 2.60762 -51.1694 1 0 0 0.81594
2245 24.3222 0.0150514 0.0356065 0.0265112 0.00168933 7.90251e-11 1.23354 0.110481 1.23354 0.81594 0.00740596 0.521528 -4.88717 4.0797 4.0797 2.60765 -51.163 1 0 0 0.81594
2250 24.3974 0.0150514 0.0355379 0.0264944 0.00168619 7.90127e-11 1.23355 0.110481 1.23355 0.81594 0.00735733 0.521534 -4.88656 4.0797 4.0797 2.60768 -51.1567 1 0 0 0.81594
2255 24.4727 0.0150514 0.0354697 0.0264775 0.00168305 7.89982e-11 1.23355 0.110481 1.23355 0.81594 0.00730916 0.521539 -4.88596 4.0797 4.0797 2.6077 -51.1504 1 0 0 0.81594
2260 24.5479 0.0150514 0.0354019 0.0264605 0.00167991 7.89817e-11 1.23355 0.110481 1.23355 0.81594 0.00726143 0.521545 -4.88537 4.0797 4.0797 2.60773 -51.1442 1 0 0 0.81594
2265 24.6232 0.0150514 0.0353344 0.0264435 0.00167675 7.8963e-11 1.23356 0.110481 1.23356 0.81594 0.00721415 0.521551 -4.88477 4.0797 4.0797 2.60776 -51.138 1 0 0 0.81594
2270 24.6984 0.0150514 0.0352674 0.0264265 0.00167359 7.89424e-11 1.23356 0.110481 1.23356 0.81594 0.0071673 0.521556 -4.88418 4.0797 4.0797 2.60779 -51.1318 1 0 0 0.81594
2275 24.7737 0.0150514 0.0352007 0.0264094 0.00167042 7.89197e-11 1.23357 0.110481 1.23357 0.81594 0.00712089 0.521562 -4.8836 4.0797 4.0797 2.60781 -51.1256 1 0 0 0.81594
2280 24.849 0.0150514 0.0351344 0.0263923 0.00166725 7.8895e-11 1.23357 0.110481 1.23357 0.81594 0.00707491 0.521567 -4.88302 4.0797 4.0797 2.60784 -51.1195 1 0 0 0.81594
2285 24.9242 0.0150514 0.0350685 0.0263751 0.00166406 7.88683e-11 1.23357 0.110481 1.23357 0.81594 0.00702936 0.521573 -4.88244 4.0797 4.0797 2.60787 -51.1135 1 0 0 0.81594
2290 24.9995 0.0150514 0.035003 0.0263579 0.00166088 7.88396e-11 1.23358 0.110481 1.23358 0.81594 0.00698422 0.521578 -4.88186 4.0797 4.0797 2.6079 -51.1074 1 0 0 0.81594
2295 25.0747 0.0150514 0.0349378 0.0263407 0.00165768 7.8809e-11 1.23358 0.110481 1.23358 0.81594 0.0069395 0.521584 -4.88129 4.0797 4.0797 2.60792 -51.1014 1 0 0 0.81594
2300 25.15 0.0150514 0.034873 0.0263234 0.00165448 7.87764e-11 1.23359 0.110481 1.23359 0.81594 0.00689518 0.521589 -4.88072 4.0797 4.0797 2.60795 -51.0955 1 0 0 0.81594
2305 25.2252 0.0150514 0.0348086 0.0263061 0.00165127 7.87418e-11 1.23359 0.110481 1.23359 0.81594 0.00685127 0.521595 -4.88015 4.0797 4.0797 2.60798 -51.0896 1 0 0 0.81594
2310 25.3005 0.0150514 0.0347445 0.0262887 0.00164805 7.87054e-11 1.23359 0.110481 1.23359 0.81594 0.00680776 0.5216 -4.87959 4.0797 4.0797 2.60801 -51.0837 1 0 0 0.81594
2315 25.3758 0.0150514 0.0346808 0.0262713 0.00164483 7.86671e-11 1.2336 0.110481 1.2336 0.81594 0.00676465 0.521606 -4.87903 4.0797 4.0797 2.60804 -51.0778 1 0 0 0.81594
2320 25.451 0.0150514 0.0346174 0.0262538 0.0016416 7.86269e-11 1.2336 0.110481 1.2336 0.81594 0.00672192 0.521612 -4.87847 4.0797 4.0797 2.60806 -51.072 1 0 0 0.81594
2325 25.5263 0.0150514 0.0345543 0.0262364 0.00163837 7.85849e-11 1.23361 0.110481 1.23361 0.81594 0.00667958 0.521617 -4.87792 4.0797 4.0797 2.60809 -51.0662 1 0 0 0.81594
2330 25.6015 0.0150514 0.0344916 0.0262188 0.00163513 7.8541e-11 1.23361 0.110481 1.23361 0.81594 0.00663762 0.521623 -4.87737 4.0797 4.0797 2.60812 -51.0605 1 0 0 0.81594
2335 25.6768 0.0150514 0.0344292 0.0262013 0.00163189 7.84952e-11 1.23361 0.110481 1.23361 0.81594 0.00659605 0.521628 -4.87683 4.0797 4.0797 2.60815 -51.0547 1 0 0 0.81594
2340 25.752 0.0150514 0.0343672 0.0261837 0.00162864 7.84477e-11 1.23362 0.110481 1.23362 0.81594 0.00655484 0.521634 -4.87628 4.0797 4.0797 2.60817 -51.0491 1 0 0 0.81594
2345 25.8273 0.0150514 0.0343055 0.0261661 0.00162538 7.83984e-11 1.23362 0.110481 1.23362 0.81594 0.006514 0.521639 -4.87574 4.0797 4.0797 2.6082 -51.0434 1 0 0 0.81594
2350 25.9026 0.0150514 0.0342441 0.0261484 0.00162212 7.83473e-11 1.23363 0.110481 1.23363 0.81594 0.00647353 0.521645 -4.8752 4.0797 4.0797 2.60823 -51.0378 1 0 0 0.81594
2355 25.9778 0.0150514 0.034183 0.0261307 0.00161886 7.82945e-11 1.23363 0.110481 1.23363 0.81594 0.00643342 0.52165 -4.87467 4.0797 4.0797 2.60826 -51.0322 1 0 0 0.81594
2360 26.0531 0.0150514 0.0341223 0.026113 0.00161559 7.82399e-11 1.23363 0.110481 1.23363 0.81594 0.00639366 0.521656 -4.87414 4.0797 4.0797 2.60828 -51.0266 1 0 0 0.81594
2365 26.1283 0.0150514 0.0340618 0.0260953 0.00161231 7.81836e-11 1.23364 0.110481 1.23364 0.81594 0.00635426 0.521661 -4.87361 4.0797 4.0797 2.60831 -51.0211 1 0 0 0.81594
2370 26.2036 0.0150514 0.0340017 0.0260775 0.00160903 7.81256e-11 1.23364 0.110481 1.23364 0.81594 0.0063152 0.521667 -4.87309 4.0797 4.0797 2.60834 -51.0156 1 0 0 0.81594
2375 26.2788 0.0150514 0.0339419 0.0260597 0.00160575 7.80659e-11 1.23365 0.110481 1.23365 0.81594 0.00627649 0.521672 -4.87257 4.0797 4.0797 2.60837 -51.0101 1 0 0 0.81594
2380 26.3541 0.0150514 0.0338824 0.0260418 0.00160246 7.80046e-11 1.23365 0.110481 1.23365 0.81594 0.00623812 0.521678 -4.87205 4.0797 4.0797 2.60839 -51.0047 1 0 0 0.81594
2385 26.4294 0.0150514 0.0338232 0.0260239 0.00159916 7.79416e-11 1.23365 0.110481 1.23365 0.81594 0.00620009 0.521683 -4.87153 4.0797 4.0797 2.60842 -50.9993 1 0 0 0.81594
2390 26.5046 0.0150514 0.0337643 0.026006 0.00159587 7.78769e-11 1.23366 0.110481 1.23366 0.81594 0.00616239 0.521689 -4.87102 4.0797 4.0797 2.60845 -50.9939 1 0 0 0.81594
2395 26.5799 0.0150514 0.0337056 0.0259881 0.00159256 7.78107e-11 1.23366 0.110481 1.23366 0.81594 0.00612502 0.521694 -4.87051 4.0797 4.0797 2.60848 -50.9886 1 0 0 0.81594
2400 26.6551 0.0150514 0.0336473 0.0259701 0.00158926 7.77428e-11 1.23367 0.110481 1.23367 0.81594 0.00608798 0.521699 -4.87 4.0797 4.0797 2.6085 -50.9833 1 0 0 0.81594
2405 26.7304 0.0150514 0.0335893 0.0259521 0.00158595 7.76734e-11 1.23367 0.110481 1.23367 0.81594 0.00605126 0.521705 -4.8695 4.0797 4.0797 2.60853 -50.978 1 0 0 0.81594
2410 26.8056 0.0150514 0.0335316 0.0259341 0.00158264 7.76024e-11 1.23367 0.110481 1.23367 0.81594 0.00601485 0.52171 -4.86899 4.0797 4.0797 2.60856 -50.9728 1 0 0 0.81594
2415 26.8809 0.0150514 0.0334741 0.025916 0.00157932 7.75299e-11 1.23368 0.110481 1.23368 0.81594 0.00597877 0.521716 -4.8685 4.0797 4.0797 2.60858 -50.9675 1 0 0 0.81594
2420 26.9562 0.0150514 0.0334169 0.0258979 0.001576 7.74558e-11 1.23368 0.110481 1.23368 0.81594 0.00594299 0.521721 -4.868 4.0797 4.0797 2.60861 -50.9623 1 0 0 0.81594
2425 27.0314 0.0150514 0.03336 0.0258798 0.00157267 7.73802e-11 1.23369 0.110481 1.23369 0.81594 0.00590753 0.521727 -4.86751 4.0797 4.0797 2.60864 -50.9572 1 0 0 0.81594
2430 27.1067 0.0150514 0.0333034 0.0258617 0.00156935 7.73032e-11 1.23369 0.110481 1.23369 0.81594 0.00587237 0.521732 -4.86702 4.0797 4.0797 2.60867 -50.952 1 0 0 0.81594
2435 27.1819 0.0150514 0.0332471 0.0258435 0.00156602 7.72246e-11 1.23369 0.110481 1.23369 0.81594 0.00583751 0.521738 -4.86653 4.0797 4.0797 2.60869 -50.9469 1 0 0 0.81594
2440 27.2572 0.0150514 0.033191 0.0258254 0.00156268 7.71446e-11 1.2337 0.110481 1.2337 0.81594 0.00580295 0.521743 -4.86604 4.0797 4.0797 2.60872 -50.9419 1 0 0 0.81594
2445 27.3324 0.0150514 0.0331352 0.0258071 0.00155934 7.70631e-11 1.2337 0.110481 1.2337 0.81594 0.00576868 0.521749 -4.86556 4.0797 4.0797 2.60875 -50.9368 1 0 0 0.81594
2450 27.4077 0.0150514 0.0330796 0.0257889 0.00155601 7.69802e-11 1.23371 0.110481 1.23371 0.81594 0.00573471 0.521754 -4.86508 4.0797 4.0797 2.60878 -50.9318 1 0 0 0.81594
2455 27.483 0.0150514 0.0330244 0.0257707 0.00155266 7.68959e-11 1.23371 0.110481 1.23371 0.81594 0.00570103 0.521759 -4.8646 4.0797 4.0797 2.6088 -50.9268 1 0 0 0.81594
2460 27.5582 0.0150514 0.0329693 0.0257524 0.00154932 7.68102e-11 1.23371 0.110481 1.23371 0.81594 0.00566763 0.521765 -4.86413 4.0797 4.0797 2.60883 -50.9218 1 0 0 0.81594
2465 27.6335 0.0150514 0.0329146 0.0257341 0.00154597 7.67232e-11 1.23372 0.110481 1.23372 0.81594 0.00563452 0.52177 -4.86366 4.0797 4.0797 2.60886 -50.9169 1 0 0 0.81594
2470 27.7087 0.0150514 0.0328601 0.0257158 0.00154262 7.66347e-11 1.23372 0.110481 1.23372 0.81594 0.00560169 0.521776 -4.86319 4.0797 4.0797 2.60888 -50.912 1 0 0 0.81594
2475 27.784 0.0150514 0.0328058 0.0256974 0.00153927 7.6545e-11 1.23372 0.110481 1.23372 0.81594 0.00556913 0.521781 -4.86272 4.0797 4.0797 2.60891 -50.9071 1 0 0 0.81594
2480 27.8592 0.0150514 0.0327518 0.0256791 0.00153592 7.64539e-11 1.23373 0.110481 1.23373 0.81594 0.00553685 0.521787 -4.86226 4.0797 4.0797 2.60894 -50.9022 1 0 0 0.81594
2485 27.9345 0.0150514 0.0326981 0.0256607 0.00153256 7.63615e-11 1.23373 0.110481 1.23373 0.81594 0.00550484 0.521792 -4.8618 4.0797 4.0797 2.60897 -50.8974 1 0 0 0.81594
2490 28.0098 0.0150514 0.0326446 0.0256423 0.0015292 7.62678e-11 1.23374 0.110481 1.23374 0.81594 0.0054731 0.521797 -4.86134 4.0797 4.0797 2.60899 -50.8926 1 0 0 0.81594
2495 28.085 0.0150514 0.0325913 0.0256239 0.00152584 7.61728e-11 1.23374 0.110481 1.23374 0.81594 0.00544162 0.521803 -4.86088 4.0797 4.0797 2.60902 -50.8878 1 0 0 0.81594
2500 28.1603 0.0150514 0.0325383 0.0256054 0.00152248 7.60765e-11 1.23374 0.110481 1.23374 0.81594 0.00541041 0.521808 -4.86043 4.0797 4.0797 2.60905 -50.8831 1 0 0 0.81594
2505 28.2355 0.0150514 0.0324855 0.025587 0.00151912 7.59791e-11 1.23375 0.110481 1.23375 0.81594 0.00537945 0.521814 -4.85997 4.0797 4.0797 2.60907 -50.8783 1 0 0 0.81594
2510 28.3108 0.0150514 0.032433 0.0255685 0.00151575 7.58804e-11 1.23375 0.110481 1.23375 0.81594 0.00534876 0.521819 -4.85952 4.0797 4.0797 2.6091 -50.8736 1 0 0 0.81594
2515 28.386 0.0150514 0.0323807 0.02555 0.00151239 7.57804e-11 1.23376 0.110481 1.23376 0.81594 0.00531832 0.521824 -4.85908 4.0797 4.0797 2.60913 -50.8689 1 0 0 0.81594
