TS time deltat Energy E1 E2 Dissipation Trd volume area area_n E3 Lat_area Epress E_tension1 E_tension2 E_tension3 pressure Zmax stress strain totBonds
4055 51.5653 0.0150514 0.0226 0.0202914 0.000713929 3.63572e-11 1.2347 0.110481 1.2347 0.81594 0.00159473 0.523247 -4.78443 4.0797 4.0797 2.61624 -50.0875 1 0 0 0.81594
4060 51.6405 0.0150514 0.0225804 0.0202773 0.000712486 3.62685e-11 1.2347 0.110481 1.2347 0.81594 0.00159069 0.523251 -4.7843 4.0797 4.0797 2.61626 -50.0861 1 0 0 0.81594
4065 51.7158 0.0150514 0.0225609 0.0202632 0.000711051 3.61801e-11 1.2347 0.110481 1.2347 0.81594 0.00158666 0.523255 -4.78417 4.0797 4.0797 2.61628 -50.0847 1 0 0 0.81594
4070 51.791 0.0150514 0.0225414 0.0202491 0.000709623 3.60921e-11 1.2347 0.110481 1.2347 0.81594 0.00158266 0.523258 -4.78404 4.0797 4.0797 2.6163 -50.0834 1 0 0 0.81594
4075 51.8663 0.0150514 0.0225219 0.020235 0.000708203 3.60043e-11 1.2347 0.110481 1.2347 0.81594 0.00157867 0.523262 -4.78391 4.0797 4.0797 2.61632 -50.082 1 0 0 0.81594
4080 51.9416 0.0150514 0.0225025 0.020221 0.000706789 3.59168e-11 1.23471 0.110481 1.23471 0.81594 0.00157471 0.523266 -4.78378 4.0797 4.0797 2.61633 -50.0807 1 0 0 0.81594
4085 52.0168 0.0150514 0.0224831 0.0202069 0.000705383 3.58297e-11 1.23471 0.110481 1.23471 0.81594 0.00157077 0.52327 -4.78365 4.0797 4.0797 2.61635 -50.0794 1 0 0 0.81594
4090 52.0921 0.0150514 0.0224637 0.0201929 0.000703984 3.57428e-11 1.23471 0.110481 1.23471 0.81594 0.00156684 0.523274 -4.78353 4.0797 4.0797 2.61637 -50.078 1 0 0 0.81594
4095 52.1673 0.0150514 0.0224445 0.0201789 0.000702592 3.56563e-11 1.23471 0.110481 1.23471 0.81594 0.00156294 0.523277 -4.7834 4.0797 4.0797 2.61639 -50.0767 1 0 0 0.81594
4100 52.2426 0.0150514 0.0224252 0.020165 0.000701207 3.557e-11 1.23472 0.110481 1.23472 0.81594 0.00155906 0.523281 -4.78327 4.0797 4.0797 2.61641 -50.0754 1 0 0 0.81594
4105 52.3178 0.0150514 0.022406 0.020151 0.000699829 3.5484e-11 1.23472 0.110481 1.23472 0.81594 0.00155519 0.523285 -4.78315 4.0797 4.0797 2.61643 -50.074 1 0 0 0.81594
4110 52.3931 0.0150514 0.0223869 0.0201371 0.000698459 3.53984e-11 1.23472 0.110481 1.23472 0.81594 0.00155135 0.523289 -4.78302 4.0797 4.0797 2.61645 -50.0727 1 0 0 0.81594
4115 52.4684 0.0150514 0.0223678 0.0201232 0.000697095 3.5313e-11 1.23472 0.110481 1.23472 0.81594 0.00154752 0.523292 -4.7829 4.0797 4.0797 2.61647 -50.0714 1 0 0 0.81594
4120 52.5436 0.0150514 0.0223487 0.0201093 0.000695739 3.52279e-11 1.23472 0.110481 1.23472 0.81594 0.00154371 0.523296 -4.78277 4.0797 4.0797 2.61649 -50.0701 1 0 0 0.81594
4125 52.6189 0.0150514 0.0223297 0.0200954 0.00069439 3.51431e-11 1.23473 0.110481 1.23473 0.81594 0.00153992 0.5233 -4.78264 4.0797 4.0797 2.6165 -50.0688 1 0 0 0.81594
4130 52.6941 0.0150514 0.0223107 0.0200815 0.000693048 3.50586e-11 1.23473 0.110481 1.23473 0.81594 0.00153615 0.523304 -4.78252 4.0797 4.0797 2.61652 -50.0675 1 0 0 0.81594
4135 52.7694 0.0150514 0.0222918 0.0200677 0.000691712 3.49744e-11 1.23473 0.110481 1.23473 0.81594 0.0015324 0.523308 -4.7824 4.0797 4.0797 2.61654 -50.0662 1 0 0 0.81594
4140 52.8447 0.0150514 0.0222729 0.0200539 0.000690384 3.48905e-11 1.23473 0.110481 1.23473 0.81594 0.00152867 0.523311 -4.78227 4.0797 4.0797 2.61656 -50.0649 1 0 0 0.81594
4145 52.9199 0.0150514 0.0222541 0.0200401 0.000689063 3.48069e-11 1.23473 0.110481 1.23473 0.81594 0.00152495 0.523315 -4.78215 4.0797 4.0797 2.61658 -50.0636 1 0 0 0.81594
4150 52.9952 0.0150514 0.0222353 0.0200263 0.000687749 3.47236e-11 1.23474 0.110481 1.23474 0.81594 0.00152126 0.523319 -4.78203 4.0797 4.0797 2.6166 -50.0623 1 0 0 0.81594
4155 53.0704 0.0150514 0.0222165 0.0200125 0.000686442 3.46405e-11 1.23474 0.110481 1.23474 0.81594 0.00151758 0.523322 -4.7819 4.0797 4.0797 2.61662 -50.061 1 0 0 0.81594
4160 53.1457 0.0150514 0.0221978 0.0199988 0.000685142 3.45577e-11 1.23474 0.110481 1.23474 0.81594 0.00151392 0.523326 -4.78178 4.0797 4.0797 2.61663 -50.0597 1 0 0 0.81594
4165 53.2209 0.0150514 0.0221792 0.019985 0.000683848 3.44752e-11 1.23474 0.110481 1.23474 0.81594 0.00151028 0.52333 -4.78166 4.0797 4.0797 2.61665 -50.0585 1 0 0 0.81594
4170 53.2962 0.0150514 0.0221605 0.0199713 0.000682562 3.4393e-11 1.23474 0.110481 1.23474 0.81594 0.00150665 0.523334 -4.78154 4.0797 4.0797 2.61667 -50.0572 1 0 0 0.81594
4175 53.3715 0.0150514 0.022142 0.0199576 0.000681283 3.43111e-11 1.23475 0.110481 1.23475 0.81594 0.00150305 0.523337 -4.78142 4.0797 4.0797 2.61669 -50.0559 1 0 0 0.81594
4180 53.4467 0.0150514 0.0221234 0.0199439 0.00068001 3.42295e-11 1.23475 0.110481 1.23475 0.81594 0.00149946 0.523341 -4.7813 4.0797 4.0797 2.61671 -50.0547 1 0 0 0.81594
4185 53.522 0.0150514 0.0221049 0.0199303 0.000678745 3.41481e-11 1.23475 0.110481 1.23475 0.81594 0.00149589 0.523345 -4.78118 4.0797 4.0797 2.61673 -50.0534 1 0 0 0.81594
4190 53.5972 0.0150514 0.0220865 0.0199167 0.000677486 3.4067e-11 1.23475 0.110481 1.23475 0.81594 0.00149233 0.523348 -4.78106 4.0797 4.0797 2.61675 -50.0521 1 0 0 0.81594
4195 53.6725 0.0150514 0.0220681 0.019903 0.000676234 3.39862e-11 1.23475 0.110481 1.23475 0.81594 0.00148879 0.523352 -4.78094 4.0797 4.0797 2.61676 -50.0509 1 0 0 0.81594
4200 53.7477 0.0150514 0.0220497 0.0198894 0.000674989 3.39057e-11 1.23476 0.110481 1.23476 0.81594 0.00148527 0.523356 -4.78082 4.0797 4.0797 2.61678 -50.0496 1 0 0 0.81594
4205 53.823 0.0150514 0.0220314 0.0198758 0.000673751 3.38254e-11 1.23476 0.110481 1.23476 0.81594 0.00148177 0.523359 -4.7807 4.0797 4.0797 2.6168 -50.0484 1 0 0 0.81594
4210 53.8983 0.0150514 0.0220131 0.0198623 0.00067252 3.37455e-11 1.23476 0.110481 1.23476 0.81594 0.00147829 0.523363 -4.78058 4.0797 4.0797 2.61682 -50.0472 1 0 0 0.81594
4215 53.9735 0.0150514 0.0219948 0.0198487 0.000671295 3.36657e-11 1.23476 0.110481 1.23476 0.81594 0.00147482 0.523367 -4.78046 4.0797 4.0797 2.61684 -50.0459 1 0 0 0.81594
4220 54.0488 0.0150514 0.0219766 0.0198352 0.000670077 3.35863e-11 1.23476 0.110481 1.23476 0.81594 0.00147137 0.523371 -4.78034 4.0797 4.0797 2.61686 -50.0447 1 0 0 0.81594
4225 54.124 0.0150514 0.0219585 0.0198217 0.000668866 3.35071e-11 1.23477 0.110481 1.23477 0.81594 0.00146793 0.523374 -4.78023 4.0797 4.0797 2.61687 -50.0435 1 0 0 0.81594
4230 54.1993 0.0150514 0.0219404 0.0198082 0.000667662 3.34282e-11 1.23477 0.110481 1.23477 0.81594 0.00146451 0.523378 -4.78011 4.0797 4.0797 2.61689 -50.0422 1 0 0 0.81594
4235 54.2745 0.0150514 0.0219223 0.0197947 0.000666465 3.33496e-11 1.23477 0.110481 1.23477 0.81594 0.00146111 0.523382 -4.77999 4.0797 4.0797 2.61691 -50.041 1 0 0 0.81594
4240 54.3498 0.0150514 0.0219043 0.0197813 0.000665274 3.32712e-11 1.23477 0.110481 1.23477 0.81594 0.00145772 0.523385 -4.77988 4.0797 4.0797 2.61693 -50.0398 1 0 0 0.81594
4245 54.4251 0.0150514 0.0218863 0.0197678 0.00066409 3.31931e-11 1.23477 0.110481 1.23477 0.81594 0.00145435 0.523389 -4.77976 4.0797 4.0797 2.61695 -50.0386 1 0 0 0.81594
4250 54.5003 0.0150514 0.0218683 0.0197544 0.000662913 3.31153e-11 1.23477 0.110481 1.23477 0.81594 0.001451 0.523392 -4.77964 4.0797 4.0797 2.61697 -50.0374 1 0 0 0.81594
4255 54.5756 0.0150514 0.0218504 0.019741 0.000661742 3.30377e-11 1.23478 0.110481 1.23478 0.81594 0.00144766 0.523396 -4.77953 4.0797 4.0797 2.61698 -50.0362 1 0 0 0.81594
4260 54.6508 0.0150514 0.0218325 0.0197276 0.000660578 3.29604e-11 1.23478 0.110481 1.23478 0.81594 0.00144434 0.5234 -4.77941 4.0797 4.0797 2.617 -50.035 1 0 0 0.81594
4265 54.7261 0.0150514 0.0218147 0.0197142 0.000659421 3.28833e-11 1.23478 0.110481 1.23478 0.81594 0.00144103 0.523403 -4.7793 4.0797 4.0797 2.61702 -50.0338 1 0 0 0.81594
4270 54.8013 0.0150514 0.0217969 0.0197009 0.00065827 3.28066e-11 1.23478 0.110481 1.23478 0.81594 0.00143774 0.523407 -4.77918 4.0797 4.0797 2.61704 -50.0326 1 0 0 0.81594
4275 54.8766 0.0150514 0.0217791 0.0196876 0.000657126 3.273e-11 1.23478 0.110481 1.23478 0.81594 0.00143447 0.523411 -4.77907 4.0797 4.0797 2.61706 -50.0314 1 0 0 0.81594
4280 54.9519 0.0150514 0.0217614 0.0196742 0.000655988 3.26538e-11 1.23479 0.110481 1.23479 0.81594 0.00143121 0.523414 -4.77896 4.0797 4.0797 2.61707 -50.0302 1 0 0 0.81594
4285 55.0271 0.0150514 0.0217438 0.0196609 0.000654857 3.25777e-11 1.23479 0.110481 1.23479 0.81594 0.00142797 0.523418 -4.77884 4.0797 4.0797 2.61709 -50.029 1 0 0 0.81594
4290 55.1024 0.0150514 0.0217261 0.0196477 0.000653733 3.2502e-11 1.23479 0.110481 1.23479 0.81594 0.00142474 0.523421 -4.77873 4.0797 4.0797 2.61711 -50.0278 1 0 0 0.81594
4295 55.1776 0.0150514 0.0217085 0.0196344 0.000652615 3.24265e-11 1.23479 0.110481 1.23479 0.81594 0.00142152 0.523425 -4.77862 4.0797 4.0797 2.61713 -50.0266 1 0 0 0.81594
4300 55.2529 0.0150514 0.021691 0.0196211 0.000651504 3.23512e-11 1.23479 0.110481 1.23479 0.81594 0.00141833 0.523429 -4.77851 4.0797 4.0797 2.61715 -50.0254 1 0 0 0.81594
4305 55.3281 0.0150514 0.0216735 0.0196079 0.000650399 3.22762e-11 1.2348 0.110481 1.2348 0.81594 0.00141514 0.523432 -4.77839 4.0797 4.0797 2.61717 -50.0243 1 0 0 0.81594
4310 55.4034 0.0150514 0.021656 0.0195947 0.000649301 3.22015e-11 1.2348 0.110481 1.2348 0.81594 0.00141198 0.523436 -4.77828 4.0797 4.0797 2.61718 -50.0231 1 0 0 0.81594
4315 55.4787 0.0150514 0.0216385 0.0195815 0.00064821 3.2127e-11 1.2348 0.110481 1.2348 0.81594 0.00140882 0.523439 -4.77817 4.0797 4.0797 2.6172 -50.0219 1 0 0 0.81594
4320 55.5539 0.0150514 0.0216211 0.0195683 0.000647124 3.20527e-11 1.2348 0.110481 1.2348 0.81594 0.00140568 0.523443 -4.77806 4.0797 4.0797 2.61722 -50.0208 1 0 0 0.81594
4325 55.6292 0.0150514 0.0216038 0.0195552 0.000646046 3.19787e-11 1.2348 0.110481 1.2348 0.81594 0.00140256 0.523447 -4.77795 4.0797 4.0797 2.61724 -50.0196 1 0 0 0.81594
4330 55.7044 0.0150514 0.0215864 0.019542 0.000644973 3.1905e-11 1.2348 0.110481 1.2348 0.81594 0.00139945 0.52345 -4.77784 4.0797 4.0797 2.61725 -50.0185 1 0 0 0.81594
4335 55.7797 0.0150514 0.0215692 0.0195289 0.000643908 3.18315e-11 1.23481 0.110481 1.23481 0.81594 0.00139636 0.523454 -4.77773 4.0797 4.0797 2.61727 -50.0173 1 0 0 0.81594
4340 55.8549 0.0150514 0.0215519 0.0195158 0.000642848 3.17582e-11 1.23481 0.110481 1.23481 0.81594 0.00139328 0.523457 -4.77762 4.0797 4.0797 2.61729 -50.0162 1 0 0 0.81594
4345 55.9302 0.0150514 0.0215347 0.0195027 0.000641795 3.16852e-11 1.23481 0.110481 1.23481 0.81594 0.00139021 0.523461 -4.77751 4.0797 4.0797 2.61731 -50.015 1 0 0 0.81594
4350 56.0055 0.0150514 0.0215175 0.0194896 0.000640748 3.16124e-11 1.23481 0.110481 1.23481 0.81594 0.00138716 0.523465 -4.7774 4.0797 4.0797 2.61733 -50.0139 1 0 0 0.81594
4355 56.0807 0.0150514 0.0215004 0.0194766 0.000639708 3.15399e-11 1.23481 0.110481 1.23481 0.81594 0.00138412 0.523468 -4.77729 4.0797 4.0797 2.61734 -50.0127 1 0 0 0.81594
4360 56.156 0.0150514 0.0214833 0.0194635 0.000638674 3.14676e-11 1.23482 0.110481 1.23482 0.81594 0.0013811 0.523472 -4.77718 4.0797 4.0797 2.61736 -50.0116 1 0 0 0.81594
4365 56.2312 0.0150514 0.0214662 0.0194505 0.000637647 3.13955e-11 1.23482 0.110481 1.23482 0.81594 0.00137809 0.523475 -4.77708 4.0797 4.0797 2.61738 -50.0105 1 0 0 0.81594
4370 56.3065 0.0150514 0.0214492 0.0194375 0.000636626 3.13237e-11 1.23482 0.110481 1.23482 0.81594 0.0013751 0.523479 -4.77697 4.0797 4.0797 2.6174 -50.0094 1 0 0 0.81594
4375 56.3817 0.0150514 0.0214322 0.0194245 0.000635611 3.12521e-11 1.23482 0.110481 1.23482 0.81594 0.00137212 0.523482 -4.77686 4.0797 4.0797 2.61741 -50.0082 1 0 0 0.81594
4380 56.457 0.0150514 0.0214153 0.0194115 0.000634602 3.11808e-11 1.23482 0.110481 1.23482 0.81594 0.00136915 0.523486 -4.77675 4.0797 4.0797 2.61743 -50.0071 1 0 0 0.81594
4385 56.5323 0.0150514 0.0213984 0.0193986 0.0006336 3.11097e-11 1.23482 0.110481 1.23482 0.81594 0.0013662 0.523489 -4.77665 4.0797 4.0797 2.61745 -50.006 1 0 0 0.81594
4390 56.6075 0.0150514 0.0213815 0.0193856 0.000632604 3.10388e-11 1.23483 0.110481 1.23483 0.81594 0.00136326 0.523493 -4.77654 4.0797 4.0797 2.61747 -50.0049 1 0 0 0.81594
4395 56.6828 0.0150514 0.0213646 0.0193727 0.000631614 3.09682e-11 1.23483 0.110481 1.23483 0.81594 0.00136033 0.523496 -4.77643 4.0797 4.0797 2.61749 -50.0038 1 0 0 0.81594
4400 56.758 0.0150514 0.0213478 0.0193598 0.00063063 3.08978e-11 1.23483 0.110481 1.23483 0.81594 0.00135742 0.5235 -4.77633 4.0797 4.0797 2.6175 -50.0027 1 0 0 0.81594
4405 56.8318 0.0144584 0.0213312 0.019347 0.000629658 3.04691e-11 1.23483 0.110481 1.23483 0.81594 0.00135453 0.523503 -4.77622 4.0797 4.0797 2.61752 -50.5066 1 0 0 0.81594
4410 56.9019 0.0137498 0.0213152 0.0193347 0.000628731 2.89116e-11 1.23483 0.110481 1.23483 0.81594 0.00135178 0.523507 -4.77612 4.0797 4.0797 2.61754 -50.5056 1 0 0 0.81594
4415 56.9687 0.0130759 0.0213001 0.019323 0.000627855 2.7437e-11 1.23484 0.110481 1.23484 0.81594 0.00134918 0.52351 -4.77603 4.0797 4.0797 2.61755 -50.5046 1 0 0 0.81594
4420 57.0321 0.012435 0.0212857 0.019312 0.000627027 2.60402e-11 1.23484 0.110481 1.23484 0.81594 0.00134671 0.523513 -4.77594 4.0797 4.0797 2.61757 -50.5036 1 0 0 0.81594
4425 57.0924 0.0118256 0.0212721 0.0193014 0.000626243 2.47169e-11 1.23484 0.110481 1.23484 0.81594 0.00134438 0.523516 -4.77585 4.0797 4.0797 2.61758 -50.5027 1 0 0 0.81594
4430 57.1498 0.011246 0.0212591 0.0192914 0.000625502 2.34631e-11 1.23484 0.110481 1.23484 0.81594 0.00134216 0.523519 -4.77577 4.0797 4.0797 2.6176 -50.5018 1 0 0 0.81594
4435 57.2044 0.0106949 0.0212468 0.0192819 0.000624801 2.22749e-11 1.23484 0.110481 1.23484 0.81594 0.00134006 0.523521 -4.77569 4.0797 4.0797 2.61761 -50.501 1 0 0 0.81594
4440 57.2563 0.0101707 0.0212351 0.0192729 0.000624136 2.11486e-11 1.23484 0.110481 1.23484 0.81594 0.00133808 0.523524 -4.77562 4.0797 4.0797 2.61762 -50.5003 1 0 0 0.81594
4445 57.3056 0.00967224 0.021224 0.0192643 0.000623508 2.0081e-11 1.23484 0.110481 1.23484 0.81594 0.00133619 0.523526 -4.77555 4.0797 4.0797 2.61763 -50.4995 1 0 0 0.81594
4450 57.3526 0.0091982 0.0212135 0.0192562 0.000622913 1.90687e-11 1.23484 0.110481 1.23484 0.81594 0.0013344 0.523528 -4.77549 4.0797 4.0797 2.61764 -50.4988 1 0 0 0.81594
4455 57.3972 0.0087474 0.0212035 0.0192485 0.000622349 1.81088e-11 1.23485 0.110481 1.23485 0.81594 0.00133271 0.52353 -4.77542 4.0797 4.0797 2.61765 -50.4982 1 0 0 0.81594
4460 57.4396 0.00831869 0.021194 0.0192411 0.000621815 1.71984e-11 1.23485 0.110481 1.23485 0.81594 0.0013311 0.523533 -4.77537 4.0797 4.0797 2.61766 -50.4975 1 0 0 0.81594
4465 57.48 0.00791099 0.021185 0.0192341 0.000621309 1.63349e-11 1.23485 0.110481 1.23485 0.81594 0.00132957 0.523534 -4.77531 4.0797 4.0797 2.61767 -50.497 1 0 0 0.81594
4470 57.5184 0.00752327 0.0211764 0.0192275 0.000620829 1.55157e-11 1.23485 0.110481 1.23485 0.81594 0.00132812 0.523536 -4.77526 4.0797 4.0797 2.61768 -50.4964 1 0 0 0.81594
4475 57.5549 0.00715456 0.0211683 0.0192212 0.000620375 1.47385e-11 1.23485 0.110481 1.23485 0.81594 0.00132675 0.523538 -4.7752 4.0797 4.0797 2.61769 -50.4959 1 0 0 0.81594
4480 57.5896 0.00680391 0.0211605 0.0192152 0.000619944 1.4001e-11 1.23485 0.110481 1.23485 0.81594 0.00132545 0.52354 -4.77516 4.0797 4.0797 2.6177 -50.4953 1 0 0 0.81594
4485 57.6226 0.00647045 0.0211532 0.0192095 0.000619535 1.33012e-11 1.23485 0.110481 1.23485 0.81594 0.00132421 0.523541 -4.77511 4.0797 4.0797 2.61771 -50.4949 1 0 0 0.81594
4490 57.654 0.00615334 0.0211462 0.019204 0.000619148 1.26369e-11 1.23485 0.110481 1.23485 0.81594 0.00132304 0.523543 -4.77507 4.0797 4.0797 2.61771 -50.4944 1 0 0 0.81594
4495 57.6838 0.00585176 0.0211396 0.0191989 0.000618781 1.20064e-11 1.23485 0.110481 1.23485 0.81594 0.00132192 0.523544 -4.77503 4.0797 4.0797 2.61772 -50.494 1 0 0 0.81594
4500 57.7122 0.00556497 0.0211333 0.019194 0.000618432 1.14079e-11 1.23485 0.110481 1.23485 0.81594 0.00132086 0.523545 -4.77499 4.0797 4.0797 2.61773 -50.4935 1 0 0 0.81594
4505 57.7392 0.00529223 0.0211273 0.0191893 0.000618102 1.08397e-11 1.23485 0.110481 1.23485 0.81594 0.00131986 0.523547 -4.77495 4.0797 4.0797 2.61773 -50.4932 1 0 0 0.81594
4510 57.7649 0.00503286 0.0211216 0.0191849 0.000617788 1.03003e-11 1.23485 0.110481 1.23485 0.81594 0.00131891 0.523548 -4.77491 4.0797 4.0797 2.61774 -50.4928 1 0 0 0.81594
4515 57.7893 0.0047862 0.0211162 0.0191807 0.000617491 9.78806e-12 1.23485 0.110481 1.23485 0.81594 0.001318 0.523549 -4.77488 4.0797 4.0797 2.61775 -50.4924 1 0 0 0.81594
4520 57.8126 0.00455163 0.0211111 0.0191767 0.000617209 9.30165e-12 1.23485 0.110481 1.23485 0.81594 0.00131714 0.52355 -4.77485 4.0797 4.0797 2.61775 -50.4921 1 0 0 0.81594
4525 57.8346 0.00432855 0.0211062 0.0191729 0.000616941 8.83973e-12 1.23486 0.110481 1.23486 0.81594 0.00131633 0.523551 -4.77482 4.0797 4.0797 2.61776 -50.4918 1 0 0 0.81594
4530 57.8556 0.00411641 0.0211015 0.0191693 0.000616686 8.40104e-12 1.23486 0.110481 1.23486 0.81594 0.00131555 0.523552 -4.77479 4.0797 4.0797 2.61776 -50.4915 1 0 0 0.81594
4535 57.8756 0.00391466 0.0210971 0.0191659 0.000616445 7.98437e-12 1.23486 0.110481 1.23486 0.81594 0.00131481 0.523553 -4.77476 4.0797 4.0797 2.61777 -50.4912 1 0 0 0.81594
4540 57.8946 0.00372281 0.0210929 0.0191626 0.000616216 7.5886e-12 1.23486 0.110481 1.23486 0.81594 0.00131411 0.523554 -4.77474 4.0797 4.0797 2.61777 -50.4909 1 0 0 0.81594
4545 57.9127 0.00354035 0.0210889 0.0191595 0.000615999 7.21266e-12 1.23486 0.110481 1.23486 0.81594 0.00131345 0.523555 -4.77471 4.0797 4.0797 2.61778 -50.4906 1 0 0 0.81594
4550 57.9299 0.00336684 0.0210851 0.0191565 0.000615792 6.85553e-12 1.23486 0.110481 1.23486 0.81594 0.00131282 0.523556 -4.77469 4.0797 4.0797 2.61778 -50.4904 1 0 0 0.81594
4555 57.9462 0.00320183 0.0210815 0.0191537 0.000615596 6.51625e-12 1.23486 0.110481 1.23486 0.81594 0.00131222 0.523557 -4.77467 4.0797 4.0797 2.61778 -50.4901 1 0 0 0.81594
4560 57.9617 0.00304491 0.0210781 0.0191511 0.00061541 6.19392e-12 1.23486 0.110481 1.23486 0.81594 0.00131165 0.523557 -4.77464 4.0797 4.0797 2.61779 -50.4899 1 0 0 0.81594
4565 57.9765 0.00289568 0.0210749 0.0191485 0.000615233 5.88768e-12 1.23486 0.110481 1.23486 0.81594 0.00131111 0.523558 -4.77462 4.0797 4.0797 2.61779 -50.4897 1 0 0 0.81594
4570 57.9905 0.00275376 0.0210718 0.0191461 0.000615065 5.5967e-12 1.23486 0.110481 1.23486 0.81594 0.00131059 0.523559 -4.77461 4.0797 4.0797 2.61779 -50.4895 1 0 0 0.81594
4575 58.0039 0.0026188 0.0210688 0.0191438 0.000614906 5.32021e-12 1.23486 0.110481 1.23486 0.81594 0.0013101 0.523559 -4.77459 4.0797 4.0797 2.6178 -50.4893 1 0 0 0.81594
4580 58.0166 0.00249045 0.021066 0.0191417 0.000614754 5.05749e-12 1.23486 0.110481 1.23486 0.81594 0.00130964 0.52356 -4.77457 4.0797 4.0797 2.6178 -50.4891 1 0 0 0.81594
4585 58.0287 0.0023684 0.0210634 0.0191396 0.00061461 4.80783e-12 1.23486 0.110481 1.23486 0.81594 0.0013092 0.52356 -4.77455 4.0797 4.0797 2.6178 -50.489 1 0 0 0.81594
4590 58.0402 0.00225232 0.0210609 0.0191376 0.000614473 4.57058e-12 1.23486 0.110481 1.23486 0.81594 0.00130878 0.523561 -4.77454 4.0797 4.0797 2.61781 -50.4888 1 0 0 0.81594
4595 58.0511 0.00214193 0.0210585 0.0191357 0.000614344 4.34511e-12 1.23486 0.110481 1.23486 0.81594 0.00130838 0.523561 -4.77452 4.0797 4.0797 2.61781 -50.4886 1 0 0 0.81594
4600 58.0615 0.00203696 0.0210562 0.019134 0.00061422 4.13084e-12 1.23486 0.110481 1.23486 0.81594 0.001308 0.523562 -4.77451 4.0797 4.0797 2.61781 -50.4885 1 0 0 0.81594
4605 58.0714 0.00193713 0.021054 0.0191323 0.000614103 3.92719e-12 1.23486 0.110481 1.23486 0.81594 0.00130764 0.523562 -4.77449 4.0797 4.0797 2.61781 -50.4883 1 0 0 0.81594
4610 58.0808 0.00184219 0.0210519 0.0191307 0.000613992 3.73364e-12 1.23486 0.110481 1.23486 0.81594 0.0013073 0.523563 -4.77448 4.0797 4.0797 2.61781 -50.4882 1 0 0 0.81594
4615 58.0897 0.0017519 0.02105 0.0191291 0.000613886 3.54968e-12 1.23486 0.110481 1.23486 0.81594 0.00130697 0.523563 -4.77447 4.0797 4.0797 2.61782 -50.4881 1 0 0 0.81594
4620 58.0982 0.00166604 0.0210481 0.0191277 0.000613785 3.37483e-12 1.23486 0.110481 1.23486 0.81594 0.00130667 0.523564 -4.77446 4.0797 4.0797 2.61782 -50.488 1 0 0 0.81594
4625 58.1063 0.00158439 0.0210463 0.0191263 0.00061369 3.20863e-12 1.23486 0.110481 1.23486 0.81594 0.00130637 0.523564 -4.77445 4.0797 4.0797 2.61782 -50.4878 1 0 0 0.81594
4630 58.114 0.00150674 0.0210447 0.019125 0.000613599 3.05065e-12 1.23486 0.110481 1.23486 0.81594 0.00130609 0.523564 -4.77444 4.0797 4.0797 2.61782 -50.4877 1 0 0 0.81594
4635 58.1213 0.00143289 0.0210431 0.0191237 0.000613513 2.90049e-12 1.23486 0.110481 1.23486 0.81594 0.00130583 0.523565 -4.77443 4.0797 4.0797 2.61782 -50.4876 1 0 0 0.81594
4640 58.1283 0.00136267 0.0210415 0.0191225 0.00061343 2.75775e-12 1.23486 0.110481 1.23486 0.81594 0.00130557 0.523565 -4.77442 4.0797 4.0797 2.61783 -50.4875 1 0 0 0.81594
4645 58.1349 0.00129588 0.0210401 0.0191214 0.000613353 2.62206e-12 1.23486 0.110481 1.23486 0.81594 0.00130533 0.523565 -4.77441 4.0797 4.0797 2.61783 -50.4874 1 0 0 0.81594
4650 58.1412 0.00123237 0.0210387 0.0191203 0.000613278 2.49307e-12 1.23486 0.110481 1.23486 0.81594 0.00130511 0.523566 -4.7744 4.0797 4.0797 2.61783 -50.4873 1 0 0 0.81594
4655 58.1471 0.00117197 0.0210374 0.0191193 0.000613208 2.37045e-12 1.23486 0.110481 1.23486 0.81594 0.00130489 0.523566 -4.77439 4.0797 4.0797 2.61783 -50.4873 1 0 0 0.81594
4660 58.1528 0.00111454 0.0210361 0.0191183 0.000613141 2.25388e-12 1.23486 0.110481 1.23486 0.81594 0.00130468 0.523566 -4.77438 4.0797 4.0797 2.61783 -50.4872 1 0 0 0.81594
4665 58.1582 0.00105991 0.021035 0.0191174 0.000613078 2.14306e-12 1.23486 0.110481 1.23486 0.81594 0.00130449 0.523567 -4.77438 4.0797 4.0797 2.61783 -50.4871 1 0 0 0.81594
4670 58.1634 0.00100797 0.0210338 0.0191165 0.000613017 2.03771e-12 1.23486 0.110481 1.23486 0.81594 0.0013043 0.523567 -4.77437 4.0797 4.0797 2.61783 -50.487 1 0 0 0.81594
4675 58.1683 0.000958565 0.0210328 0.0191157 0.00061296 1.93755e-12 1.23486 0.110481 1.23486 0.81594 0.00130412 0.523567 -4.77436 4.0797 4.0797 2.61784 -50.487 1 0 0 0.81594
4680 58.1729 0.000911586 0.0210317 0.0191149 0.000612905 1.84233e-12 1.23486 0.110481 1.23486 0.81594 0.00130396 0.523567 -4.77436 4.0797 4.0797 2.61784 -50.4869 1 0 0 0.81594
4685 58.1773 0.000866909 0.0210308 0.0191141 0.000612853 1.7518e-12 1.23486 0.110481 1.23486 0.81594 0.0013038 0.523567 -4.77435 4.0797 4.0797 2.61784 -50.4868 1 0 0 0.81594
4690 58.1816 0.000824422 0.0210299 0.0191134 0.000612804 1.66573e-12 1.23486 0.110481 1.23486 0.81594 0.00130364 0.523568 -4.77435 4.0797 4.0797 2.61784 -50.4868 1 0 0 0.81594
